,investor,cryptocurrency,announced_on
1840,670,RAISE,2011-11
1841,671,AKT,2020-03
1842,671,AST,2017-10
1843,671,BETH,2014-07
1844,671,BOS,2017-09
1845,671,DATA,2017-10
1846,671,DNT,2017-08
1847,671,DOT,2017-10
1848,671,DVPN,2021-03
1849,671,ETH,2014-07
1850,671,IXT,2018-05
1851,671,KDA,2018-01
1852,671,LA,2017-10
1853,671,LINK,2017-09
1854,671,MAID,2014-04
1855,671,MANA,2017-08
1856,671,MOBI,2017-11
1857,671,NCT,2018-03
1858,671,NIM,2018-02
1859,671,OCEAN,2018-03
1860,671,OGN,2018-04
1861,671,PING,2017-07
1862,671,POLY,2018-01
1863,671,POWR,2017-09
1864,671,PPT,2017-08
1865,671,QSP,2019-03
1866,671,REP,2015-10
1867,671,RFR,2017-12
1868,671,RIF,2017-05
1869,671,SBTC,2017-09
1870,671,SETH,2017-09
1871,671,SNM,2017-06
1872,671,SNT,2017-06
1873,671,SNX,2017-09
1874,671,STORJ,2016-05
1875,671,STX,2017-12
1876,671,SWM,2014-03
1877,671,VIB,2017-02
1878,671,ZCN,2017-07
1879,671,ZRX,2017-06
1880,671,erowan,2020-08
1881,671,sLINK,2017-09
1882,672,LQTY,2021-03
1883,672,PERP,2020-08
1884,673,RAD,2021-02
1885,674,OGN,2018-04
1886,675,VGX,2021-05
1887,676,NRVE,2019-02
1888,677,AVT,2016-11
1889,678,BLZ,2017-08
1890,678,DGX,2017-11
1891,678,RLY,2020-09
1892,679,RAISE,2020-01
1893,680,GMEE,2021-07
1894,681,CTXC,2021-05
1895,682,CXO,2016-07
1896,682,KEEP,2018-07
1897,682,VGX,2019-08
1898,683,SHIFT,2015-09
1899,684,RLY,2019-12
1900,685,GMEE,2017-05
1901,685,YOP,2016-11
1902,686,RLY,2020-12
1903,687,AMM,2017-03
1904,688,SHIFT,2014-05
1905,688,STX,2019-12
1906,689,KEEP,2018-04
1907,690,HUM,2019-07
1908,691,AR,2018-06
1909,691,CELO,2019-04
1910,691,LQTY,2021-03
1911,691,NEAR,2019-07
1912,691,SOV,2020-12
1913,691,VEGA,2019-10
1914,692,UCM,2019-01
1915,693,OST,2016-11
1916,693,SENSE,2015-01
1917,694,RLY,2010-12
1918,694,XCH,2018-03
1919,695,AUDIO,2021-09
1920,696,CVC,2016-01
1921,697,MDT,2017-08
1922,698,SHLD,2021-04
1923,698,TLM,2021-02
1924,699,KRT,2018-08
1925,699,LUNA,2018-08
1926,699,SDT,2018-08
1927,700,BUX,2016-02
1928,701,RLY,2012-06
1929,702,MLN,2017-10
1930,702,SC,2020-09
1931,702,SHX,2018-07
1932,702,SKL,2018-10
1933,703,CLOUT,2021-09
1934,704,FIL,2014-07
1935,704,HBAR,2018-05
1936,704,OXT,2017-10
1937,704,VET,2018-04
1938,705,LBC,2018-01
1939,706,MPAY,2019-05
1940,707,HNS,2015-03
1941,708,LKK,2020-04
1942,709,$COIN,2013-08
1943,709,FIL,2014-08
1944,709,FOX,2016-03
1945,709,KAVA,2019-02
1946,709,SHIFT,2014-05
1947,710,SHIFT,2019-06
1948,711,ALGO,2019-06
1949,712,PENDLE,2021-05
1950,713,NAOS,2021-04
1951,714,CFG,2021-02
1952,714,WCFG,2021-02
1953,715,INSUR,2021-02
1954,716,API3,2020-11
1955,716,AUCTION,2020-03
1956,716,AXS,2019-11
1957,716,CONV,2021-02
1958,716,DAPPT,2019-09
1959,716,DPI,2021-05
1960,716,ELF,2017-11
1961,716,ENJ,2021-06
1962,716,GMEE,2019-05
1963,716,HNS,2018-06
1964,716,ICX,2017-09
1965,716,IF,2021-06
1966,716,INJ,2020-09
1967,716,INSUR,2020-10
1968,716,KNC,2017-09
1969,716,KNCL,2017-09
1970,716,KRT,2018-08
1971,716,LINA,2020-09
1972,716,LUNA,2018-08
1973,716,MED,2017-11
1974,716,MVI,2021-05
1975,716,NFTI,2021-05
1976,716,NPXS,2017-11
1977,716,NPXSXEM,2017-11
1978,716,NU,2017-12
1979,716,OMG,2017-06
1980,716,ONG,2018-02
1981,716,ONT,2018-02
1982,716,PUNDIX,2017-11
1983,716,QKC,2018-04
1984,716,QTUM,2017-03
1985,716,RMT,2018-01
1986,716,SDT,2018-08
1987,716,SKL,2019-10
1988,716,SLP,2019-11
1989,716,STMX,2017-10
1990,716,TT,2018-03
1991,716,TVK,2020-11
1992,716,VEGA,2019-10
1993,716,WAXP,2017-10
1994,717,AVAX,2020-06
1995,717,CKB,2019-07
1996,717,DOT,2019-06
1997,717,ENJ,2021-06
1998,717,GMEE,2021-05
1999,717,IOTX,2019-07
2000,717,KAVA,2019-07
2001,717,KRT,2019-08
2002,717,LUNA,2019-08
2003,717,MASK,2019-12
2004,717,MIX,2019-01
2005,717,NAOS,2021-04
2006,717,ONE,2019-05
2007,717,OPIUM,2020-09
2008,717,PENDLE,2021-05
2009,717,SDT,2019-08
2010,717,SKL,2019-07
2011,717,STKR,2020-09
2012,717,STX,2019-07
2013,718,$KING,2020-10
2014,719,DPI,2018-12
2015,719,FIL,2014-07
2016,719,MVI,2018-12
2017,719,NFTI,2018-12
2018,720,CTXC,2015-04
2019,721,ZINC,2017-04
2020,722,GMEE,2019-05
2021,723,BAT,2017-05
2022,723,CVC,2017-06
2023,723,FIL,2017-08
2024,724,CVC,2017-06
2025,724,OMG,2017-06
2026,724,UTK,2017-11
2027,725,VGX,2016-09
2028,726,TFUEL,2017-12
2029,726,THETA,2017-12
2030,727,DFX,2021-02
2031,727,ZRX,2017-07
2032,728,AVAX,2020-07
2033,728,CFG,2021-05
2034,728,CLOUT,2021-09
2035,728,DOT,2020-07
2036,728,MATIC,2020-07
2037,728,MINA,2021-04
2038,728,VEGA,2021-06
2039,728,WCFG,2021-05
2040,729,ICNQ,2019-01
2041,730,SHIFT,2014-11
2042,731,KEEP,2021-01
2043,732,TLM,2021-03
2044,733,XRP,2013-11
2045,734,EVX,2017-07
2046,735,NEAR,2019-07
2047,735,STX,2019-12
2048,736,BVOL,2015-03
2049,736,FTT,2015-03
2050,736,HEDGE,2015-03
2051,737,UGAS,2018-05
2052,738,AUDIO,2021-09
2053,739,NMR,2016-04
2054,740,BVOL,2021-07
2055,740,FTT,2021-07
2056,740,HEDGE,2021-07
2057,741,ASP,2018-03
2058,741,GASP,2018-03
2059,742,BXC,2018-09
2060,743,AI,2021-07
2061,743,NAOS,2021-04
2062,743,TPT,2018-08
2063,744,BYN,2021-06
2064,744,CKB,2018-07
2065,744,DF,2020-04
2066,744,GMEE,2021-05
2067,744,INSUR,2020-10
2068,744,IOST,2018-01
2069,744,KRT,2018-08
2070,744,LUNA,2018-08
2071,744,MXC,2018-05
2072,744,REN,2018-02
2073,744,RENFIL,2018-02
2074,744,SDT,2018-08
2075,744,TT,2019-02
2076,745,DREP,2019-03
2077,746,XST,2020-11
2078,747,AT,2017-05
2079,748,FTM,2018-06
2080,748,REN,2018-02
2081,748,RENFIL,2018-02
2082,748,WFTM,2018-06
2083,749,VSP,2016-12
2084,750,ENJ,2021-06
2085,750,TIDAL,2020-12
2086,751,CWAP,2021-05
2087,752,HBAR,2018-02
2088,753,1INCH,2019-02
2089,753,ALGO,2019-05
2090,753,BAND,2019-02
2091,753,BAT,2018-03
2092,753,CTSI,2020-10
2093,753,ENJ,2021-06
2094,753,HNS,2020-03
2095,753,KNC,2020-01
2096,753,KNCL,2020-01
2097,753,KRT,2019-02
2098,753,LUNA,2019-02
2099,753,LUXO,2018-12
2100,753,MKR,2019-02
2101,753,SDT,2019-02
2102,753,TRB,2020-04
2103,753,VPP,2021-04
2104,754,BNT,2017-06
2105,754,BOX,2018-06
2106,754,DX,2018-08
2107,754,PAI,2017-12
2108,754,QASH,2017-11
2109,754,TFUEL,2017-11
2110,754,THETA,2017-11
2111,754,VBNT,2017-06
2112,755,LBA,2018-02
2113,756,GTC,2021-04
2114,757,FST,2019-11
2115,757,INST,2019-10
2116,757,POOL,2020-02
2117,757,XCH,2020-08
2118,757,YGG,2021-06
2119,758,GMEE,2011-11
2120,758,KAN,2018-04
2121,758,KCS,2018-11
2122,758,KLAY,2018-12
2123,758,PLA,2018-11
2124,758,QASH,2019-04
2125,758,XRP,2013-05
2126,759,CELR,2018-07
2127,759,IOST,2018-01
2128,759,KDA,2018-04
2129,759,MOB,2018-04
2130,759,SC,2020-09
2131,759,TRIO,2018-02
2132,760,1INCH,2020-06
2133,760,ATA,2021-03
2134,760,ATOM,2017-04
2135,760,AVAX,2020-01
2136,760,CELR,2021-03
2137,760,CFG,2021-02
2138,760,CKB,2019-03
2139,760,CRPT,2017-12
2140,760,CRU,2020-08
2141,760,CSM,2020-08
2142,760,CTXC,2018-02
2143,760,DAOFI,2020-01
2144,760,DHT,2020-05
2145,760,DODO,2020-08
2146,760,DOT,2017-10
2147,760,FIL,2017-08
2148,760,GIV,2020-09
2149,760,GZIL,2017-11
2150,760,ICP,2018-08
2151,760,IF,2021-06
2152,760,ILV,2021-03
2153,760,INSUR,2021-02
2154,760,IOTX,2018-02
2155,760,KAVA,2019-02
2156,760,KNC,2017-09
2157,760,KNCL,2017-09
2158,760,LEO,2019-05
2159,760,LOOM,2018-01
2160,760,LQTY,2021-03
2161,760,LSK,2016-03
2162,760,MASK,2020-11
2163,760,MKR,2017-12
2164,760,MXC,2018-05
2165,760,NEAR,2019-07
2166,760,NIM,2018-02
2167,760,OCEAN,2018-03
2168,760,ONG,2018-02
2169,760,ONT,2018-02
2170,760,PHA,2020-09
2171,760,POND,2019-07
2172,760,QASH,2017-11
2173,760,RAZOR,2020-11
2174,760,RDN,2017-10
2175,760,SBTC,2020-12
2176,760,SETH,2020-12
2177,760,SNX,2020-12
2178,760,STX,2017-01
2179,760,TANGO,2021-02
2180,760,TFUEL,2017-11
2181,760,THETA,2017-11
2182,760,UMA,2020-06
2183,760,VET,2018-04
2184,760,WCFG,2021-02
2185,760,XPRT,2020-09
2186,760,ZIL,2017-11
2187,760,ZRX,2021-02
2188,760,sLINK,2020-12
2189,761,RAMP,2020-08
2190,762,NRVE,2020-07
2191,763,OPT,2020-07
2192,764,KRT,2021-06
2193,764,LUNA,2021-06
2194,764,SDT,2021-06
2195,765,1INCH,2020-08
2196,766,HNS,2020-10
2197,767,LKK,2015-01
2198,768,SHIFT,2018-09
2199,769,CNS,2012-06
2200,770,MAKI,2021-04
2201,770,wSIENNA,2021-05
2202,771,IF,2021-06
2203,771,INSUR,2021-02
2204,771,NAOS,2021-04
2205,772,GMEE,2017-03
2206,773,NCASH,2015-01
2207,774,AKT,2020-03
2208,774,FST,2019-11
2209,774,KEEP,2018-04
2210,774,KRT,2020-07
2211,774,LUNA,2020-07
2212,774,OCEAN,2018-03
2213,774,REN,2018-02
2214,774,RENFIL,2018-02
2215,774,SBTC,2018-03
2216,774,SDT,2020-07
2217,774,SETH,2018-03
2218,774,SNX,2018-03
2219,774,TFUEL,2017-11
2220,774,THETA,2017-11
2221,774,ZRX,2017-06
2222,774,sLINK,2018-03
2223,775,YGG,2021-08
2224,776,CFG,2019-10
2225,776,WCFG,2019-10
2226,777,BUX,2015-09
2227,777,GMEE,2017-03
2228,778,AVAX,2019-02
2229,779,AAPX,2019-10
2230,780,ALI,2018-03
2231,781,AUCTION,2018-09
2232,782,NRVE,2017-04
2233,783,SPC,2020-12
2234,784,INJ,2020-07
2235,785,EDR,2017-03
2236,786,SHFT,2020-01
2237,787,BVOL,2021-07
2238,787,FTT,2021-07
2239,787,HEDGE,2021-07
2240,788,ASP,2018-03
2241,788,GASP,2018-03
2242,789,QARK,2021-05
2243,790,HPY,2015-02
2244,791,GMEE,2011-11
2245,792,YLDY,2021-04
2246,793,APPC,2014-06
2247,793,BZZ,2014-02
2248,794,ICX,2020-08
2249,795,ARIA20,2021-03
2250,796,USF,2021-03
2251,797,STORJ,2016-10
2252,798,ASP,2018-03
2253,798,GASP,2018-03
2254,799,BEAM,2021-05
2255,800,SPIKE,2018-06
2256,801,QASH,2014-12
2257,802,ANKR,2018-06
2258,803,AERGO,2018-11
2259,803,ANKR,2018-06
2260,803,BU,2019-02
2261,803,ELF,2017-11
2262,803,META,2018-02
2263,803,MOB,2018-04
2264,803,ONG,2018-02
2265,803,ONT,2018-02
2266,803,TCH,2019-03
2267,803,TT,2018-04
2268,804,AERGO,2018-11
2269,804,BKBT,2018-06
2270,804,FTM,2018-06
2271,804,WFTM,2018-06
2272,805,DVPN,2020-09
2273,806,CELO,2018-06
2274,807,SI,2021-03
2275,808,SHIFT,2017-10
2276,809,SHX,2018-07
2277,810,BERRY,2017-10
2278,811,MOB,2021-08
2279,812,KRT,2021-06
2280,812,LUNA,2021-06
2281,812,SDT,2021-06
2282,813,PAX,2015-05
2283,813,PAXG,2015-05
2284,814,IFT,2016-01
2285,815,SPIKE,2016-09
2286,816,GMEE,2015-07
2287,817,SPORTS,2020-09
2288,818,AUDIO,2021-09
2289,819,FIL,2017-08
2290,819,QTUM,2017-01
2291,820,OST,2016-11
2292,821,MAKI,2021-04
2293,822,PAX,2018-05
2294,822,PAXG,2018-05
2295,823,PAX,2013-11
2296,823,PAXG,2013-11
2297,824,CLOUT,2021-03
2298,825,MOB,2021-08
2299,826,RLY,2018-09
2300,827,HNT,2013-11
2301,828,POND,2019-07
2302,829,KEEP,2020-05
2303,830,NRVE,2017-01
2304,831,CTXC,2015-03
2305,832,QTUM,2017-01
2306,833,XRP,2012-10
2307,834,MOB,2021-08
2308,835,VPP,2021-04
2309,836,HPB,2018-06
2310,837,AUCTION,2018-12
2311,838,ID,2013-04
2312,839,DVF,2021-05
2313,840,RLY,2019-12
2314,841,AUDIO,2021-09
2315,842,4STC,2019-04
2316,843,PAY,2017-03
2317,844,ARIA20,2021-03
2318,845,ARIA20,2021-03
2319,846,INST,2019-10
2320,847,SPORTS,2019-10
2321,848,DVF,2021-05
2322,848,IF,2021-06
2323,849,DVF,2021-05
2324,850,STMX,2021-04
2325,851,CTXC,2015-03
2326,852,HUB,2018-06
2327,853,MASK,2020-11
2328,854,RLY,2012-06
2329,855,CNS,2012-06
2330,856,L3P,2021-01
2331,857,BVOL,2015-03
2332,857,FTT,2015-03
2333,857,HEDGE,2015-03
2334,858,CELO,2018-06
2335,859,SPIKE,2018-08
2336,860,ADA,2015-10
2337,860,BETH,2017-05
2338,860,DRGN,2017-10
2339,860,ETH,2017-05
2340,860,GLM,2017-04
2341,860,KNC,2017-09
2342,860,KNCL,2017-09
2343,860,OCEAN,2018-03
2344,860,SUB,2017-08
2345,861,MOB,2021-08
2346,862,BEST,2021-05
2347,862,SLRS,2021-07
2348,862,ZRX,2021-02
2349,863,CHZ,2021-04
2350,863,LDO,2021-05
2351,863,SOL,2021-06
2352,863,SRM,2020-09
2353,863,STETH,2021-05
2354,864,DIA,2020-08
2355,865,BIKI,2019-03
2356,866,ELEC,2018-03
2357,866,QSP,2019-03
2358,867,FIL,2017-08
2359,867,FLOW,2020-10
2360,867,STX,2017-12
2361,868,OXT,2017-10
2362,869,ASP,2014-07
2363,869,GASP,2014-07
2364,870,ALI,2018-03
2365,871,INJ,2020-07
2366,872,$COIN,2014-05
2367,873,$COIN,2014-05
2368,874,HUM,2019-10
2369,875,OGN,2018-04
2370,876,FORM,2021-05
2371,877,ATA,2021-03
2372,877,BETH,2015-09
2373,877,BLZ,2018-01
2374,877,BNT,2018-02
2375,877,DIP,2018-09
2376,877,DLT,2018-06
2377,877,ETH,2015-09
2378,877,FOAM,2018-09
2379,877,FUN,2017-07
2380,877,ICP,2018-08
2381,877,IXT,2018-05
2382,877,NXM,2018-04
2383,877,REP,2016-06
2384,877,TIDAL,2020-12
2385,877,VBNT,2018-02
2386,877,VEGA,2019-10
2387,878,QSP,2019-03
2388,879,BAL,2021-05
2389,879,BOND,2020-09
2390,879,DVF,2021-05
2391,879,IF,2021-06
2392,879,MPL,2020-12
2393,879,POOL,2020-10
2394,879,PTF,2020-09
2395,880,KRT,2019-02
2396,880,LUNA,2019-02
2397,880,SDT,2019-02
2398,881,STX,2014-11
2399,882,OGN,2018-04
2400,883,OOE,2015-06
2401,884,ALGO,2020-12
2402,884,AR,2020-12
2403,884,BETH,2014-07
2404,884,BNB,2020-12
2405,884,DODO,2021-02
2406,884,DUSK,2020-12
2407,884,ETH,2014-07
2408,884,GAS,2018-04
2409,884,HNT,2020-12
2410,884,HPB,2018-03
2411,884,HT,2020-12
2412,884,KCS,2018-11
2413,884,LTC,2017-12
2414,884,NEO,2018-04
2415,884,NPXS,2018-02
2416,884,NPXSXEM,2018-02
2417,884,OMG,2017-11
2418,884,PUNDIX,2018-02
2419,884,TRAC,2020-12
2420,885,YOP,2015-03
2421,886,PUSH,2020-12
2422,887,SNT,2014-03
2423,888,AUDIO,2021-09
2424,889,ICX,2020-08
2425,890,SPIKE,2016-09
2426,891,SHFT,2018-01
2427,892,PAX,2020-12
2428,892,PAXG,2020-12
2429,893,IFT,2015-10
2430,894,BLZ,2017-10
2431,894,BVOL,2019-08
2432,894,CRE,2018-05
2433,894,CSP,2017-12
2434,894,DOT,2017-10
2435,894,FORM,2021-05
2436,894,FTT,2019-08
2437,894,GNO,2017-04
2438,894,GZIL,2017-12
2439,894,HEDGE,2019-08
2440,894,HNS,2018-05
2441,894,ICX,2017-09
2442,894,IOTX,2018-02
2443,894,KNC,2017-09
2444,894,KNCL,2017-09
2445,894,KRT,2018-08
2446,894,LUNA,2018-08
2447,894,MAKI,2021-04
2448,894,NU,2017-12
2449,894,NXM,2018-04
2450,894,OGN,2018-06
2451,894,OMG,2017-06
2452,894,OOE,2021-03
2453,894,OST,2017-06
2454,894,OXT,2018-04
2455,894,RFR,2017-12
2456,894,RNDR,2018-04
2457,894,RTE,2018-05
2458,894,SDT,2018-08
2459,894,SNT,2017-05
2460,894,SRM,2020-07
2461,894,STOS,2021-05
2462,894,TIDAL,2020-12
2463,894,ZIL,2017-12
2464,894,ZRX,2017-07
2465,894,erowan,2020-08
2466,895,NMR,2016-04
2467,896,ATOM,2017-04
2468,896,BETH,2014-07
2469,896,ETH,2014-07
2470,897,PUSH,2020-12
2471,898,DOT,2019-06
2472,898,IOTX,2018-02
2473,898,MOB,2018-04
2474,899,UTU,2019-12
2475,900,YLDY,2021-04
2476,901,FIL,2014-07
2477,902,BVOL,2019-08
2478,902,FTT,2019-08
2479,902,HEDGE,2019-08
2480,902,MOB,2018-04
2481,902,PTF,2020-09
2482,903,SHIFT,2014-05
2483,904,MLN,2017-01
2484,905,SOL,2019-07
2485,906,HNT,2014-12
2486,906,NRVE,2014-09
2487,907,RLY,2019-12
2488,908,CELO,2018-06
2489,908,GRT,2019-01
2490,908,KDA,2018-01
2491,909,NRVE,2017-04
2492,910,CKB,2018-07
2493,910,DPI,2018-12
2494,910,MVI,2018-12
2495,910,NFTI,2018-12
2496,910,UDT,2018-06
2497,911,CSP,2018-09
2498,912,BLZ,2018-01
2499,912,CONV,2021-02
2500,912,LINA,2020-09
2501,912,OPIUM,2020-10
2502,912,REEF,2020-09
2503,912,TT,2019-02
2504,913,ALGO,2018-10
2505,913,GZIL,2017-12
2506,913,ZIL,2017-12
2507,914,GMEE,2021-05
2508,914,YGG,2021-08
2509,915,NRVE,2017-04
2510,916,NEU,2017-01
2511,917,AUDIO,2018-08
2512,917,HNS,2016-02
2513,917,OPT,2020-07
2514,918,XRP,2015-10
2515,919,NRVE,2021-07
2516,920,SHIFT,2014-11
2517,921,HUM,2019-07
2518,921,TEMCO,2018-10
2519,922,AGIX,2017-11
2520,922,ALGO,2018-07
2521,922,BLOC,2018-06
2522,922,CARD,2018-03
2523,922,CHZ,2018-04
2524,922,ESS,2018-02
2525,922,FTM,2018-05
2526,922,HBAR,2018-03
2527,922,OCEAN,2018-03
2528,922,RAZOR,2020-11
2529,922,TT,2018-04
2530,922,UGAS,2018-07
2531,922,WFTM,2018-05
2532,922,YLDY,2021-04
2533,922,ZEBI,2018-03
2534,922,erowan,2020-08
2535,923,CAPP,2013-12
2536,924,BUX,2019-06
2537,925,GMEE,2021-07
2538,925,INJ,2020-07
2539,925,REEF,2020-10
2540,925,TSX,2021-04
2541,925,UFT,2020-10
2542,926,CAS,2019-03
2543,927,HUB,2020-07
2544,928,CEL,2018-03
2545,928,GZIL,2017-12
2546,928,ZIL,2017-12
2547,929,ROYA,2021-01
2548,930,SOL,2021-06
2549,931,GMEE,2021-05
2550,932,BIA,2019-04
2551,932,BKK,2019-06
2552,932,BOX,2018-06
2553,932,HUB,2018-06
2554,932,LEV,2021-04
2555,932,MAKI,2021-04
2556,932,OOE,2021-03
2557,932,PUSH,2020-12
2558,932,TLM,2021-03
2559,932,TOTM,2021-03
2560,932,TSX,2021-04
2561,932,TVK,2020-11
2562,932,YLDY,2021-04
2563,932,ZIG,2021-04
2564,933,NRVE,2013-10
2565,934,BLOC,2019-01
2566,935,AUCTION,2019-10
2567,936,BLZ,2017-08
2568,937,BYN,2021-06
2569,937,CAPS,2018-05
2570,937,LABS,2021-02
2571,937,YAE,2021-04
2572,937,ZIG,2021-04
2573,938,ARPA,2018-08
2574,939,UDT,2018-06
2575,940,INDEX,2021-07
2576,940,MVI,2021-07
2577,941,CELO,2018-06
2578,941,FOX,2017-03
2579,942,HOT,2021-08
2580,943,HOT,2021-08
2581,944,ETHA,2021-03
2582,945,INXT,2020-03
2583,946,STMX,2017-01
2584,947,IF,2021-06
2585,948,ACXT,2020-09
2586,948,GRT,2020-10
2587,949,MOBI,2019-01
2588,950,BEST,2021-05
2589,951,ARPA,2018-08
2590,952,ARCX,2021-06
2591,952,PENDLE,2021-05
2592,952,PTF,2020-09
2593,952,RGT,2020-12
2594,953,SHIFT,2014-05
2595,954,HUB,2018-06
2596,955,ALGO,2018-10
2597,955,AVAX,2020-06
2598,955,BVOL,2019-08
2599,955,DFX,2021-02
2600,955,FLX,2021-02
2601,955,FST,2020-03
2602,955,FTT,2019-08
2603,955,GRT,2019-06
2604,955,HEDGE,2019-08
2605,955,IF,2021-06
2606,955,KAVA,2019-02
2607,955,LQTY,2020-09
2608,955,NAOS,2021-04
2609,955,ONE,2019-04
2610,955,PENDLE,2021-05
2611,955,RAI,2021-02
2612,955,SRM,2020-07
2613,955,STKR,2020-02
2614,955,USF,2021-03
2615,956,ICX,2021-08
2616,957,IF,2021-06
2617,958,CONV,2021-02
2618,958,MASK,2020-11
2619,958,NAOS,2021-04
2620,959,AXS,2021-05
2621,959,LPT,2019-06
2622,959,NEAR,2020-05
2623,959,SLP,2021-05
2624,960,GMEE,2021-05
2625,960,PAX,2013-11
2626,960,PAXG,2013-11
2627,961,CXO,2020-04
2628,962,AUDIO,2018-08
2629,962,BVOL,2021-07
2630,962,DVF,2021-05
2631,962,FTT,2021-07
2632,962,HEDGE,2021-07
2633,962,HNS,2015-03
2634,962,HOT,2020-01
2635,962,XRP,2013-04
2636,963,AUDIO,2021-09
2637,964,SPIKE,2016-09
2638,965,BNB,2017-09
2639,965,ICX,2017-09
2640,965,KDA,2018-04
2641,965,LINK,2017-09
2642,965,POWR,2017-09
2643,965,REN,2018-02
2644,965,RENFIL,2018-02
2645,965,WAN,2017-10
2646,965,ZRX,2017-06
2647,966,CELO,2018-06
2648,967,ANKR,2018-06
2649,967,CEN,2018-05
2650,967,FTM,2018-06
2651,967,WFTM,2018-06
2652,968,BEAM,2021-05
2653,969,DOCK,2018-02
2654,970,SPIKE,2018-08
2655,971,RAISE,2011-11
2656,972,SHIFT,2018-09
2657,973,EXRD,2019-05
2658,974,1INCH,2020-08
2659,974,INST,2019-10
2660,974,PTF,2020-09
2661,974,USF,2021-03
2662,974,VEGA,2021-03
2663,975,FIL,2017-09
2664,976,NPXS,2017-10
2665,976,NPXSXEM,2017-10
2666,976,PUNDIX,2017-10
2667,977,HUB,2018-05
2668,977,PAI,2017-12
2669,977,TT,2018-01
2670,978,BAL,2021-05
2671,978,DEXTF,2021-01
2672,978,DODO,2020-10
2673,978,DOT,2018-12
2674,978,DVF,2021-05
2675,978,IDLE,2020-11
2676,978,IF,2021-06
2677,978,INST,2021-06
2678,978,INSUR,2021-02
2679,978,LIT,2019-06
2680,978,TARA,2018-06
2681,978,YLDY,2021-04
2682,979,MASK,2021-02
2683,979,TLM,2021-03
2684,980,ATN,2018-02
2685,981,wSIENNA,2021-05
2686,982,BOSON,2021-03
2687,982,CWAP,2021-05
2688,983,ID,2013-04
2689,984,HNS,2015-03
2690,985,PUSH,2020-12
2691,986,CXO,2016-07
2692,987,BOSON,2021-03
2693,988,DEXTF,2019-11
2694,988,IMPACT,2021-05
2695,988,INSUR,2020-10
2696,988,KRT,2019-02
2697,988,LUNA,2019-02
2698,988,SDT,2019-02
2699,989,STX,2017-01
2700,990,IQQ,2020-07
2701,991,AVAX,2021-09
2702,992,GMEE,2018-08
2703,993,SOL,2019-07
2704,994,GMEE,2020-07
2705,995,HNS,2012-11
2706,996,EDR,2014-01
2707,997,RLY,2013-12
2708,998,ADA,2017-12
2709,998,BETH,2014-06
2710,998,ETH,2014-06
2711,999,BLOC,2018-01
2712,999,CELR,2018-07
2713,999,IOV,2018-03
2714,999,LOOM,2018-01
2715,999,SKL,2018-10
2716,999,TARA,2018-07
2717,1000,HPY,2019-12
2718,1001,HUM,2017-09
2719,1002,TBC,2021-04
2720,1003,ISP,2021-05
2721,1003,TBC,2021-04
2722,1004,TRB,2018-06
2723,1005,SHIFT,2019-04
